Row_Index,Block_Number,Total_Gas_Used
0,4212,154824
1,4213,361256
2,4214,412852
3,4215,412864
4,4216,412864
5,4217,412864
6,4218,412840
7,4219,412864
8,4220,412852
9,4221,412852
10,4222,412852
11,4223,412864
12,4224,412864
13,4225,412864
14,4226,412864
15,4227,412864
16,4228,412840
17,4229,412864
18,4230,412852
19,4231,361232
20,4232,412864
21,4233,412840
22,4234,412864
23,4235,412852
24,4236,412852
25,4237,412852
26,4238,412852
27,4239,412864
28,4240,412840
29,4241,412864
30,4242,412864
31,4243,412852
32,4244,412864
33,4245,412840
34,4246,412864
35,4247,412852
36,4248,412864
37,4249,361256
38,4250,412864
39,4251,412864
40,4252,412852
41,4253,412852
42,4254,412852
43,4255,412864
44,4256,412852
45,4257,412852
46,4258,412864
47,4259,412852
48,4260,412864
49,4261,412852
50,4262,412852
51,4263,412852
52,4264,412840
53,4265,412864
54,4266,412864
55,4267,412864
56,4268,412864
57,4269,412840
58,4270,412864
59,4271,412852
60,4272,412864
61,4273,412840
62,4274,412864
63,4275,412840
64,4276,412852
65,4277,412852
66,4278,412864
67,4279,412840
68,4280,412864
69,4281,412864
70,4282,412852
71,4283,412864
72,4284,412864
73,4285,412864
74,4286,412864
75,4287,412852
76,4288,412864
77,4289,412852
78,4290,412864
79,4291,412852
80,4292,412864
81,4293,412864
82,4294,412864
83,4295,412840
84,4296,412828
85,4297,412864
86,4298,412864
87,4299,412864
88,4300,412864
89,4301,412864
90,4302,412864
91,4303,412864
92,4304,412852
93,4305,412864
94,4306,412852
95,4307,412852
96,4308,412840
97,4309,412864
98,4310,412852
99,4311,412840
100,4312,412864
