Index,Pod,Timestamp,CPU(m),RAM(Mi)
0,op-node-fc4c5d564-dptkw,2026-02-12 05:11:47,30,193
1,op-node-fc4c5d564-dptkw,2026-02-12 05:11:57,26,193
2,op-node-fc4c5d564-dptkw,2026-02-12 05:12:07,40,220
3,op-node-fc4c5d564-dptkw,2026-02-12 05:12:17,40,220
4,op-node-fc4c5d564-dptkw,2026-02-12 05:12:28,45,235
5,op-node-fc4c5d564-dptkw,2026-02-12 05:12:38,43,235
6,op-node-fc4c5d564-dptkw,2026-02-12 05:12:48,43,235
7,op-node-fc4c5d564-dptkw,2026-02-12 05:12:58,45,235
8,op-node-fc4c5d564-dptkw,2026-02-12 05:13:08,41,241
9,op-node-fc4c5d564-dptkw,2026-02-12 05:13:18,41,241
10,op-node-fc4c5d564-dptkw,2026-02-12 05:13:28,36,241
11,op-node-fc4c5d564-dptkw,2026-02-12 05:13:38,42,241
12,op-node-fc4c5d564-dptkw,2026-02-12 05:13:49,42,241
13,op-node-fc4c5d564-dptkw,2026-02-12 05:13:59,44,244
14,op-node-fc4c5d564-dptkw,2026-02-12 05:14:09,40,244
15,op-node-fc4c5d564-dptkw,2026-02-12 05:14:19,40,244
16,op-node-fc4c5d564-dptkw,2026-02-12 05:14:29,46,244
17,op-node-fc4c5d564-dptkw,2026-02-12 05:14:39,40,244
18,op-node-fc4c5d564-dptkw,2026-02-12 05:14:49,40,244
19,op-node-fc4c5d564-dptkw,2026-02-12 05:14:59,44,244
20,op-node-fc4c5d564-dptkw,2026-02-12 05:15:10,43,244
21,op-node-fc4c5d564-dptkw,2026-02-12 05:15:20,43,244
22,op-node-fc4c5d564-dptkw,2026-02-12 05:15:30,43,251
23,op-node-fc4c5d564-dptkw,2026-02-12 05:15:40,43,251
24,op-node-fc4c5d564-dptkw,2026-02-12 05:15:50,43,251
25,op-node-fc4c5d564-dptkw,2026-02-12 05:16:00,35,251
26,op-node-fc4c5d564-dptkw,2026-02-12 05:16:10,45,251
27,op-node-fc4c5d564-dptkw,2026-02-12 05:16:20,42,255
28,op-node-fc4c5d564-dptkw,2026-02-12 05:16:31,42,255
29,op-node-fc4c5d564-dptkw,2026-02-12 05:16:41,42,255
30,op-node-fc4c5d564-dptkw,2026-02-12 05:16:51,42,255
