relative_timestamp,real_timestamp,percentage_included
0,1770873098,0.0
1,1770873099,0.0
2,1770873100,0.0
3,1770873101,0.5345679012345679
4,1770873102,0.5345679012345679
5,1770873103,1.1888888888888889
6,1770873104,1.1888888888888889
7,1770873105,1.8333333333333333
8,1770873106,1.8333333333333333
9,1770873107,2.4641975308641975
10,1770873108,2.4641975308641975
11,1770873109,3.0975308641975308
12,1770873110,3.0975308641975308
13,1770873111,3.724691358024691
14,1770873112,3.724691358024691
15,1770873113,4.35679012345679
16,1770873114,4.35679012345679
17,1770873115,4.992592592592593
18,1770873116,4.992592592592593
19,1770873117,5.6234567901234565
20,1770873118,5.6234567901234565
21,1770873119,6.253086419753086
22,1770873120,6.253086419753086
23,1770873121,6.891358024691358
24,1770873122,6.891358024691358
25,1770873123,7.523456790123456
26,1770873124,7.523456790123456
27,1770873125,8.153086419753086
28,1770873126,8.153086419753086
29,1770873127,8.780246913580248
30,1770873128,8.780246913580248
31,1770873129,9.41851851851852
32,1770873130,9.41851851851852
33,1770873131,10.04320987654321
34,1770873132,10.04320987654321
35,1770873133,10.679012345679013
36,1770873134,10.679012345679013
37,1770873135,11.308641975308642
38,1770873136,11.308641975308642
39,1770873137,11.928395061728395
40,1770873138,11.928395061728395
41,1770873139,12.560493827160494
42,1770873140,12.560493827160494
43,1770873141,13.191358024691358
44,1770873142,13.191358024691358
45,1770873143,13.825925925925924
46,1770873144,13.825925925925924
47,1770873145,14.45679012345679
48,1770873146,14.45679012345679
49,1770873147,15.095061728395063
50,1770873148,15.095061728395063
51,1770873149,15.723456790123457
52,1770873150,15.723456790123457
53,1770873151,16.35185185185185
54,1770873152,16.35185185185185
55,1770873153,16.993827160493826
56,1770873154,16.993827160493826
57,1770873155,17.620987654320988
58,1770873156,17.620987654320988
59,1770873157,18.25432098765432
60,1770873158,18.25432098765432
61,1770873159,18.88888888888889
62,1770873160,18.88888888888889
63,1770873161,19.517283950617283
64,1770873162,19.517283950617283
65,1770873163,20.151851851851852
66,1770873164,20.151851851851852
67,1770873165,20.78148148148148
68,1770873166,20.78148148148148
69,1770873167,21.40740740740741
70,1770873168,21.40740740740741
71,1770873169,22.049382716049383
72,1770873170,22.049382716049383
73,1770873171,22.677777777777777
74,1770873172,22.677777777777777
75,1770873173,23.309876543209874
76,1770873174,23.309876543209874
77,1770873175,23.937037037037037
78,1770873176,23.937037037037037
79,1770873177,24.57037037037037
80,1770873178,24.57037037037037
81,1770873179,25.198765432098764
82,1770873180,25.198765432098764
83,1770873181,25.834567901234568
84,1770873182,25.834567901234568
85,1770873183,26.466666666666665
86,1770873184,26.466666666666665
87,1770873185,27.098765432098766
88,1770873186,27.098765432098766
89,1770873187,27.718518518518522
90,1770873188,27.718518518518522
91,1770873189,28.35185185185185
92,1770873190,28.35185185185185
93,1770873191,28.988888888888887
94,1770873192,28.988888888888887
95,1770873193,29.618518518518517
96,1770873194,29.618518518518517
97,1770873195,30.255555555555556
98,1770873196,30.255555555555556
99,1770873197,30.882716049382715
100,1770873198,30.882716049382715
101,1770873199,31.51851851851852
102,1770873200,31.51851851851852
103,1770873201,32.150617283950616
104,1770873202,32.150617283950616
105,1770873203,32.781481481481485
106,1770873204,32.781481481481485
107,1770873205,33.416049382716054
108,1770873206,33.416049382716054
109,1770873207,34.04814814814815
110,1770873208,34.04814814814815
111,1770873209,34.67777777777778
112,1770873210,34.67777777777778
113,1770873211,35.30987654320988
114,1770873212,35.30987654320988
115,1770873213,35.94197530864198
116,1770873214,35.94197530864198
117,1770873215,36.57037037037037
118,1770873216,36.57037037037037
119,1770873217,37.21604938271605
120,1770873218,37.21604938271605
121,1770873219,37.84444444444445
122,1770873220,37.84444444444445
123,1770873221,38.46913580246913
124,1770873222,38.46913580246913
125,1770873223,39.10246913580247
126,1770873224,39.10246913580247
127,1770873225,39.729629629629635
128,1770873226,39.729629629629635
129,1770873227,40.35925925925926
130,1770873228,40.35925925925926
131,1770873229,41.00617283950617
132,1770873230,41.00617283950617
133,1770873231,41.64074074074074
134,1770873232,41.64074074074074
135,1770873233,42.260493827160495
136,1770873234,42.260493827160495
137,1770873235,42.88765432098766
138,1770873236,42.88765432098766
139,1770873237,43.51728395061728
140,1770873238,43.51728395061728
141,1770873239,44.15185185185185
142,1770873240,44.15185185185185
143,1770873241,44.78888888888889
144,1770873242,44.78888888888889
145,1770873243,45.42098765432099
146,1770873244,45.42098765432099
147,1770873245,46.04320987654321
148,1770873246,46.04320987654321
149,1770873247,46.67160493827161
150,1770873248,46.67160493827161
151,1770873249,47.31358024691358
152,1770873250,47.31358024691358
153,1770873251,47.94567901234568
154,1770873252,47.94567901234568
155,1770873253,48.58148148148148
156,1770873254,48.58148148148148
157,1770873255,49.21111111111111
158,1770873256,49.21111111111111
159,1770873257,49.83580246913581
160,1770873258,49.83580246913581
161,1770873259,50.488888888888894
162,1770873260,50.488888888888894
163,1770873261,51.10987654320988
164,1770873262,51.10987654320988
165,1770873263,51.72839506172839
166,1770873264,51.72839506172839
167,1770873265,52.36913580246914
168,1770873266,52.36913580246914
169,1770873267,53.0
170,1770873268,53.0
171,1770873269,53.635802469135804
172,1770873270,53.635802469135804
173,1770873271,54.25925925925926
174,1770873272,54.25925925925926
175,1770873273,54.89259259259259
176,1770873274,54.89259259259259
177,1770873275,55.51604938271605
178,1770873276,55.51604938271605
179,1770873277,56.159259259259265
180,1770873278,56.159259259259265
181,1770873279,56.78888888888889
182,1770873280,56.78888888888889
183,1770873281,57.40987654320988
184,1770873282,57.40987654320988
185,1770873283,58.044444444444444
186,1770873284,58.044444444444444
187,1770873285,58.683950617283955
188,1770873286,58.683950617283955
189,1770873287,59.312345679012346
190,1770873288,59.312345679012346
191,1770873289,59.95555555555555
192,1770873290,59.95555555555555
193,1770873291,60.58888888888889
194,1770873292,60.58888888888889
195,1770873293,61.208641975308645
196,1770873294,61.208641975308645
197,1770873295,61.84320987654321
198,1770873296,61.84320987654321
199,1770873297,62.48024691358025
200,1770873298,62.48024691358025
201,1770873299,63.107407407407415
202,1770873300,63.107407407407415
203,1770873301,63.74567901234568
204,1770873302,63.74567901234568
205,1770873303,64.37654320987654
206,1770873304,64.37654320987654
207,1770873305,65.0
208,1770873306,65.0
209,1770873307,65.63703703703703
210,1770873308,65.63703703703703
211,1770873309,66.2753086419753
212,1770873310,66.2753086419753
213,1770873311,66.9
214,1770873312,66.9
215,1770873313,67.54197530864198
216,1770873314,67.54197530864198
217,1770873315,68.1753086419753
218,1770873316,68.1753086419753
219,1770873317,68.79753086419753
220,1770873318,68.79753086419753
221,1770873319,69.42469135802469
222,1770873320,69.42469135802469
223,1770873321,70.06666666666666
224,1770873322,70.06666666666666
225,1770873323,70.69135802469135
226,1770873324,70.69135802469135
227,1770873325,71.3320987654321
228,1770873326,71.3320987654321
229,1770873327,71.97160493827161
230,1770873328,71.97160493827161
231,1770873329,72.59012345679012
232,1770873330,72.59012345679012
233,1770873331,73.21975308641974
234,1770873332,73.21975308641974
235,1770873333,73.8604938271605
236,1770873334,73.8604938271605
