Index,Pod,Timestamp,CPU(m),RAM(Mi)
0,op-geth-75f4676cdc-n84lh,2026-02-12 05:11:47,7,334
1,op-geth-75f4676cdc-n84lh,2026-02-12 05:11:57,39,337
2,op-geth-75f4676cdc-n84lh,2026-02-12 05:12:07,220,337
3,op-geth-75f4676cdc-n84lh,2026-02-12 05:12:17,220,337
4,op-geth-75f4676cdc-n84lh,2026-02-12 05:12:28,228,350
5,op-geth-75f4676cdc-n84lh,2026-02-12 05:12:38,228,350
6,op-geth-75f4676cdc-n84lh,2026-02-12 05:12:48,228,350
7,op-geth-75f4676cdc-n84lh,2026-02-12 05:12:58,214,368
8,op-geth-75f4676cdc-n84lh,2026-02-12 05:13:08,227,382
9,op-geth-75f4676cdc-n84lh,2026-02-12 05:13:18,227,382
10,op-geth-75f4676cdc-n84lh,2026-02-12 05:13:28,208,387
11,op-geth-75f4676cdc-n84lh,2026-02-12 05:13:38,233,396
12,op-geth-75f4676cdc-n84lh,2026-02-12 05:13:49,233,396
13,op-geth-75f4676cdc-n84lh,2026-02-12 05:13:59,216,403
14,op-geth-75f4676cdc-n84lh,2026-02-12 05:14:09,235,407
15,op-geth-75f4676cdc-n84lh,2026-02-12 05:14:19,235,407
16,op-geth-75f4676cdc-n84lh,2026-02-12 05:14:29,230,410
17,op-geth-75f4676cdc-n84lh,2026-02-12 05:14:39,245,354
18,op-geth-75f4676cdc-n84lh,2026-02-12 05:14:49,245,354
19,op-geth-75f4676cdc-n84lh,2026-02-12 05:14:59,231,357
20,op-geth-75f4676cdc-n84lh,2026-02-12 05:15:10,216,361
21,op-geth-75f4676cdc-n84lh,2026-02-12 05:15:20,216,361
22,op-geth-75f4676cdc-n84lh,2026-02-12 05:15:30,232,372
23,op-geth-75f4676cdc-n84lh,2026-02-12 05:15:40,227,378
24,op-geth-75f4676cdc-n84lh,2026-02-12 05:15:50,227,378
25,op-geth-75f4676cdc-n84lh,2026-02-12 05:16:00,227,378
26,op-geth-75f4676cdc-n84lh,2026-02-12 05:16:10,228,386
27,op-geth-75f4676cdc-n84lh,2026-02-12 05:16:20,217,389
28,op-geth-75f4676cdc-n84lh,2026-02-12 05:16:31,217,389
29,op-geth-75f4676cdc-n84lh,2026-02-12 05:16:41,222,408
30,op-geth-75f4676cdc-n84lh,2026-02-12 05:16:51,225,420
