Row_Index,Block_Number,Total_Gas_Used
0,3890,9793916
1,3891,9739816
2,3892,9739816
3,3893,9253346
4,3894,9642522
5,3895,5093396
6,3896,5015836
7,3897,4759926
8,3898,4964654
9,3899,4913472
10,3900,5015836
11,3901,4862290
12,3902,5015836
13,3903,4862290
14,3904,5067018
15,3905,4862290
16,3906,5430579
17,3907,8230140
18,3908,9387984
19,3909,9387984
20,3910,9583350
21,3911,9387984
22,3912,9485667
23,3913,9485667
24,3914,9583350
25,3915,9290301
26,3916,9681033
27,3917,9192618
28,3918,9583350
29,3919,9485667
30,3920,9485667
31,3921,9387984
32,3922,9778716
33,3923,9778716
34,3924,9798450
35,3925,5175928
36,3926,5119400
37,3927,5119400
38,3928,5119400
39,3929,5119400
40,3930,5119400
41,3931,5119400
42,3932,5119400
43,3933,5119400
44,3934,5119400
45,3935,5119400
46,3936,5119400
47,3937,5119400
48,3938,5119400
49,3939,5119400
50,3940,5119400
51,3941,9799427
52,3942,9779916
53,3943,9779916
54,3944,9779916
55,3945,9779916
56,3946,9779916
57,3947,9779916
58,3948,9779916
59,3949,9779916
60,3950,9779916
61,3951,9779916
62,3952,9779916
63,3953,9779916
64,3954,9486831
65,3955,9486831
66,3956,9584526
67,3957,9237774
68,3958,9592282
69,3959,9386448
70,3960,9581782
71,3961,9484115
72,3962,9484115
73,3963,9386448
74,3964,9777116
75,3965,9191114
76,3966,9581782
77,3967,9386448
78,3968,9484115
79,3969,9386448
80,3970,9484115
81,3971,9484115
82,3972,9581782
83,3973,9484115
84,3974,9583042
85,3975,9196504
86,3976,10241882
87,3977,10032864
88,3978,10346391
89,3979,10032864
90,3980,10241882
91,3981,9928355
92,3982,10346391
93,3983,9928355
94,3984,10241882
95,3985,10137373
96,3986,10346391
97,3987,10450900
98,3988,10450900
99,3989,10450900
100,3990,10450900
101,3991,10450900
