Row_Index,Block_Number,Total_Gas_Used
0,3578,9795116
1,3579,9741016
2,3580,9741016
3,3581,9741016
4,3582,9736216
5,3583,5119400
6,3584,5119400
7,3585,5119400
8,3586,5119400
9,3587,5119400
10,3588,5119400
11,3589,5119400
12,3590,5119400
13,3591,5119400
14,3592,5119400
15,3593,5119400
16,3594,6701349
17,3595,9779916
18,3596,9779916
19,3597,9779916
20,3598,9779916
21,3599,9779916
22,3600,9779916
23,3601,9779916
24,3602,9779916
25,3603,9779916
26,3604,9779916
27,3605,9779916
28,3606,9682221
29,3607,9389136
30,3608,9584526
31,3609,9193746
32,3610,9584526
33,3611,9415469
34,3612,5898474
35,3613,4863430
36,3614,4965818
37,3615,4863430
38,3616,5017012
39,3617,4863430
40,3618,5017012
41,3619,4914624
42,3620,4863430
43,3621,4863430
44,3622,5017012
45,3623,4914624
46,3624,4914624
47,3625,4965818
48,3626,5017012
49,3627,4863430
50,3628,5977348
51,3629,9388747
52,3630,9486831
53,3631,9389136
54,3632,9682221
55,3633,9096051
56,3634,9682221
57,3635,9779916
58,3636,9779916
59,3637,9779916
60,3638,9779916
61,3639,9779916
62,3640,9779916
63,3641,9779916
64,3642,9779916
65,3643,9779916
66,3644,9779916
67,3645,9824020
68,3646,9778316
69,3647,9778316
70,3648,9778316
71,3649,9778316
72,3650,9778316
73,3651,9778316
74,3652,9778316
75,3653,9778316
76,3654,9778316
77,3655,9778316
78,3656,9778316
79,3657,9778316
80,3658,9778316
81,3659,9778316
82,3660,9778316
83,3661,9778316
84,3662,9489619
85,3663,9929495
86,3664,10243058
87,3665,9929495
88,3666,10243058
89,3667,10034016
90,3668,10243058
91,3669,9824974
92,3670,10243058
93,3671,10034016
94,3672,10138537
95,3673,10034016
96,3674,10243058
97,3675,9929495
98,3676,10243058
99,3677,9929495
100,3678,10243058
101,3679,6062218
