Row_Index,Block_Number,Total_Gas_Used
0,11804,9802116
1,11805,9748016
2,11806,9748016
3,11807,9748016
4,11808,9743216
5,11809,5123400
6,11810,5123400
7,11811,5123400
8,11812,5123400
9,11813,5123400
10,11814,5123400
11,11815,5123400
12,11816,5123400
13,11817,5123400
14,11818,5123400
15,11819,5123400
16,11820,6701719
17,11821,9772916
18,11822,9772916
19,11823,9772916
20,11824,9772916
21,11825,9675291
22,11826,9675291
23,11827,9382416
24,11828,9772916
25,11829,9089541
26,11830,9577666
27,11831,9284791
28,11832,9577666
29,11833,9480041
30,11834,9870541
31,11835,8991916
32,11836,9577666
33,11837,9321190
34,11838,6888938
35,11839,4969698
36,11840,5123400
37,11841,4764762
38,11842,5020932
39,11843,4918464
40,11844,5020932
41,11845,4969698
42,11846,5020932
43,11847,4867230
44,11848,5072166
45,11849,4867230
46,11850,5020932
47,11851,4969698
48,11852,5020932
49,11853,4867230
50,11854,5659174
51,11855,9238400
52,11856,9577666
53,11857,9480041
54,11858,9772916
55,11859,9577666
56,11860,9772916
57,11861,9772916
58,11862,9772916
59,11863,9772916
60,11864,9772916
61,11865,9772916
62,11866,9772916
63,11867,9772916
64,11868,9772916
65,11869,9772916
66,11870,9772916
67,11871,9821500
68,11872,9785316
69,11873,9785316
70,11874,9785316
71,11875,9785316
72,11876,9785316
73,11877,9785316
74,11878,9785316
75,11879,9785316
76,11880,9785316
77,11881,9785316
78,11882,9785316
79,11883,9785316
80,11884,9785316
81,11885,9785316
82,11886,9785316
83,11887,9785316
84,11888,9780766
85,11889,10027392
86,11890,10236296
87,11891,10027392
88,11892,10236296
89,11893,10027392
90,11894,10445200
91,11895,9818488
92,11896,10236296
93,11897,9922940
94,11898,10236296
95,11899,10131844
96,11900,10445200
97,11901,9818488
98,11902,10236296
99,11903,10027392
100,11904,10236296
101,11905,5013696
