Index,Pod,Timestamp,CPU(m),RAM(Mi)
82,op-geth-58cfb95cd4-jd97r,2026-02-11 20:26:12,3493,907
83,op-geth-58cfb95cd4-jd97r,2026-02-11 20:26:22,3546,908
84,op-geth-58cfb95cd4-jd97r,2026-02-11 20:26:32,3546,908
85,op-geth-58cfb95cd4-jd97r,2026-02-11 20:26:42,3524,926
86,op-geth-58cfb95cd4-jd97r,2026-02-11 20:26:53,3515,912
87,op-geth-58cfb95cd4-jd97r,2026-02-11 20:27:03,3515,912
88,op-geth-58cfb95cd4-jd97r,2026-02-11 20:27:13,3505,921
89,op-geth-58cfb95cd4-jd97r,2026-02-11 20:27:23,3469,977
90,op-geth-58cfb95cd4-jd97r,2026-02-11 20:27:33,3469,977
91,op-geth-58cfb95cd4-jd97r,2026-02-11 20:27:43,3521,921
92,op-geth-58cfb95cd4-jd97r,2026-02-11 20:27:53,3521,921
93,op-geth-58cfb95cd4-jd97r,2026-02-11 20:28:04,3521,921
94,op-geth-58cfb95cd4-jd97r,2026-02-11 20:28:14,3500,927
95,op-geth-58cfb95cd4-jd97r,2026-02-11 20:28:24,300,912
96,op-geth-58cfb95cd4-jd97r,2026-02-11 20:28:34,300,912
97,op-geth-58cfb95cd4-jd97r,2026-02-11 20:28:44,12,913
