Index,Timestamp,CPU(m),RAM(Mi)
0,2026-02-11 20:04:06,99,511
1,2026-02-11 20:04:16,99,511
2,2026-02-11 20:04:26,99,511
3,2026-02-11 20:04:36,15,511
4,2026-02-11 20:04:46,15,511
5,2026-02-11 20:04:56,15,511
6,2026-02-11 20:05:07,15,511
7,2026-02-11 20:05:17,15,511
8,2026-02-11 20:05:27,11,512
9,2026-02-11 20:05:37,11,512
10,2026-02-11 20:05:47,11,512
11,2026-02-11 20:05:57,11,512
12,2026-02-11 20:06:07,13,512
13,2026-02-11 20:06:17,13,512
14,2026-02-11 20:06:28,13,512
15,2026-02-11 20:06:38,11,513
16,2026-02-11 20:06:48,11,513
17,2026-02-11 20:06:58,11,513
18,2026-02-11 20:07:08,12,513
19,2026-02-11 20:07:18,12,513
20,2026-02-11 20:07:28,10,513
21,2026-02-11 20:07:38,146,515
22,2026-02-11 20:07:48,146,515
23,2026-02-11 20:07:59,156,519
24,2026-02-11 20:08:09,152,520
25,2026-02-11 20:08:19,152,520
26,2026-02-11 20:08:29,164,528
27,2026-02-11 20:08:39,176,568
28,2026-02-11 20:08:49,176,568
29,2026-02-11 20:08:59,156,569
30,2026-02-11 20:09:09,159,571
31,2026-02-11 20:09:20,159,571
32,2026-02-11 20:09:30,151,572
33,2026-02-11 20:09:40,164,572
34,2026-02-11 20:09:50,164,572
35,2026-02-11 20:10:00,160,576
36,2026-02-11 20:10:10,158,579
37,2026-02-11 20:10:20,171,582
38,2026-02-11 20:10:30,171,582
39,2026-02-11 20:10:41,158,583
40,2026-02-11 20:10:51,159,584
41,2026-02-11 20:11:01,159,584
42,2026-02-11 20:11:11,156,586
43,2026-02-11 20:11:21,156,587
44,2026-02-11 20:11:31,156,587
45,2026-02-11 20:11:41,153,595
46,2026-02-11 20:11:51,140,596
47,2026-02-11 20:12:02,140,596
48,2026-02-11 20:12:12,149,597
