Row_Index,Block_Number,Total_Gas_Used
0,288,1452972
1,289,1614408
2,290,1587500
3,291,1587500
4,292,1614408
5,293,1587500
6,294,1587500
7,295,1587500
8,296,1587500
9,297,1614408
10,298,1587500
11,299,1587500
12,300,1587500
13,301,1614408
14,302,1587512
15,303,1587500
16,304,1587500
17,305,1614408
18,306,1587500
19,307,1587500
20,308,1614408
21,309,1587500
22,310,1587500
23,311,1587500
24,312,1614408
25,313,1587500
26,314,1587500
27,315,1587512
28,316,1614408
29,317,1587500
30,318,1587500
31,319,1614408
32,320,1587500
33,321,1587500
34,322,1614408
35,323,1587500
36,324,1587500
37,325,1614408
38,326,1587500
39,327,1587500
40,328,1614408
41,329,1587500
42,330,1587512
43,331,1614408
44,332,1587500
45,333,1587500
46,334,1614408
47,335,1587500
48,336,1614408
49,337,1587500
50,338,1587500
51,339,1587500
52,340,1587500
53,341,1614408
54,342,1587500
55,343,1614408
56,344,1587500
57,345,1587512
58,346,1614408
59,347,1587500
60,348,1587500
61,349,1587500
62,350,1587500
63,351,1614408
64,352,1587500
65,353,1587500
66,354,1614408
67,355,1587500
68,356,1587500
69,357,1587500
70,358,1614408
71,359,1587512
72,360,1614408
73,361,1587500
74,362,1614408
75,363,1587500
76,364,1587500
77,365,1587500
78,366,1614408
79,367,1587500
80,368,1614408
81,369,1587500
82,370,1587500
83,371,1587500
84,372,1614408
85,373,1587500
86,374,1587512
87,375,1614408
88,376,1587500
89,377,1587500
90,378,1614408
91,379,1587500
92,380,1587500
93,381,1614408
94,382,1587500
95,383,1587500
96,384,1614408
97,385,1587500
98,386,1587500
99,387,1587500
100,388,1614408
101,389,1587512
102,390,1614408
103,391,1587500
104,392,1587500
105,393,1587500
106,394,1614408
107,395,1587500
108,396,1614408
109,397,1587500
110,398,1587500
111,399,1587500
112,400,1614408
113,401,1560592
114,402,1614408
115,403,1587512
116,404,1614408
117,405,1587500
118,406,1587500
119,407,1587500
120,408,1614408
121,409,1587500
122,410,1614408
123,411,1587500
124,412,1587500
125,413,1587500
126,414,1614408
127,415,1587500
128,416,1614408
129,417,1587500
130,418,1587512
131,419,1587500
132,420,1614408
133,421,1587500
134,422,1587500
135,423,1614408
136,424,1587500
137,425,1587500
138,426,1587500
139,427,1614408
140,428,1587500
141,429,1587500
142,430,1614408
143,431,1587500
144,432,1587512
145,433,1614408
146,434,1587500
147,435,1587500
148,436,1587500
149,437,1614408
150,438,1587500
151,439,1345340
