Index,Pod,Timestamp,CPU(m),RAM(Mi)
0,op-node-fc4c5d564-dptkw,2026-02-12 04:29:37,29,181
1,op-node-fc4c5d564-dptkw,2026-02-12 04:29:47,29,181
2,op-node-fc4c5d564-dptkw,2026-02-12 04:29:57,23,181
3,op-node-fc4c5d564-dptkw,2026-02-12 04:30:07,34,188
4,op-node-fc4c5d564-dptkw,2026-02-12 04:30:17,34,188
5,op-node-fc4c5d564-dptkw,2026-02-12 04:30:27,38,188
6,op-node-fc4c5d564-dptkw,2026-02-12 04:30:37,43,190
7,op-node-fc4c5d564-dptkw,2026-02-12 04:30:48,43,190
8,op-node-fc4c5d564-dptkw,2026-02-12 04:30:58,40,190
9,op-node-fc4c5d564-dptkw,2026-02-12 04:31:08,41,199
10,op-node-fc4c5d564-dptkw,2026-02-12 04:31:18,41,199
11,op-node-fc4c5d564-dptkw,2026-02-12 04:31:28,40,199
12,op-node-fc4c5d564-dptkw,2026-02-12 04:31:38,42,199
13,op-node-fc4c5d564-dptkw,2026-02-12 04:31:48,42,199
14,op-node-fc4c5d564-dptkw,2026-02-12 04:31:58,46,200
15,op-node-fc4c5d564-dptkw,2026-02-12 04:32:09,37,200
16,op-node-fc4c5d564-dptkw,2026-02-12 04:32:19,37,200
17,op-node-fc4c5d564-dptkw,2026-02-12 04:32:29,40,200
18,op-node-fc4c5d564-dptkw,2026-02-12 04:32:39,43,197
19,op-node-fc4c5d564-dptkw,2026-02-12 04:32:49,43,197
20,op-node-fc4c5d564-dptkw,2026-02-12 04:32:59,42,196
21,op-node-fc4c5d564-dptkw,2026-02-12 04:33:09,41,196
22,op-node-fc4c5d564-dptkw,2026-02-12 04:33:19,41,196
23,op-node-fc4c5d564-dptkw,2026-02-12 04:33:30,40,199
24,op-node-fc4c5d564-dptkw,2026-02-12 04:33:40,42,200
25,op-node-fc4c5d564-dptkw,2026-02-12 04:33:50,42,200
26,op-node-fc4c5d564-dptkw,2026-02-12 04:34:00,42,200
27,op-node-fc4c5d564-dptkw,2026-02-12 04:34:10,43,201
28,op-node-fc4c5d564-dptkw,2026-02-12 04:34:20,39,203
29,op-node-fc4c5d564-dptkw,2026-02-12 04:34:30,39,203
30,op-node-fc4c5d564-dptkw,2026-02-12 04:34:40,36,203
31,op-node-fc4c5d564-dptkw,2026-02-12 04:34:51,43,213
