Row_Index,Block_Number,Total_Gas_Used
0,102999,107632
1,103000,1587500
2,103001,1614408
3,103002,1614408
4,103003,1614408
5,103004,1587500
6,103005,1587500
7,103006,1587500
8,103007,1614408
9,103008,1587500
10,103009,1614408
11,103010,1587500
12,103011,1587500
13,103012,1614408
14,103013,1587512
15,103014,1587500
16,103015,1614408
17,103016,1587500
18,103017,1614408
19,103018,1587500
20,103019,1614408
21,103020,1587500
22,103021,1614408
23,103022,1614408
24,103023,1587500
25,103024,1587500
26,103025,1587500
27,103026,1614408
28,103027,1614408
29,103028,1587500
30,103029,1587500
31,103030,1614408
32,103031,1587512
33,103032,1614408
34,103033,1587500
35,103034,1587500
36,103035,1614408
37,103036,1587500
38,103037,1614408
39,103038,1587500
40,103039,1614408
41,103040,1587500
42,103041,1587500
43,103042,1614408
44,103043,1614408
45,103044,1587500
46,103045,1614408
47,103046,1587500
48,103047,1587500
49,103048,1614408
50,103049,1587512
51,103050,1614408
52,103051,1587500
53,103052,1614408
54,103053,1587500
55,103054,1614408
56,103055,1587500
57,103056,1614408
58,103057,1614408
59,103058,1587500
60,103059,1587500
61,103060,1614408
62,103061,1587500
63,103062,1614408
64,103063,1614408
65,103064,1587500
66,103065,1587500
67,103066,1614408
68,103067,1587500
69,103068,1614408
70,103069,1587512
71,103070,1587500
72,103071,1614408
73,103072,1587500
74,103073,1614408
75,103074,1587500
76,103075,1614408
77,103076,1587500
78,103077,1614408
79,103078,1614408
80,103079,1587500
81,103080,1614408
82,103081,1587500
83,103082,1587500
84,103083,1614408
85,103084,1587500
86,103085,1614408
87,103086,1587500
88,103087,1614408
89,103088,1614408
90,103089,1587512
91,103090,1614408
92,103091,1587500
93,103092,1614408
94,103093,1587500
95,103094,1587500
96,103095,1587500
97,103096,1614408
98,103097,1587500
99,103098,1614408
100,103099,1587500
101,103100,1614408
102,103101,1587500
103,103102,1587500
104,103103,1614408
105,103104,1587500
106,103105,1614408
107,103106,1587512
108,103107,1587500
109,103108,1614408
110,103109,1587500
111,103110,1614408
112,103111,1614408
113,103112,1560592
114,103113,1614408
115,103114,1587500
116,103115,1587500
117,103116,1614408
118,103117,1614408
119,103118,1587500
120,103119,1587500
121,103120,1614408
122,103121,1587500
123,103122,1587512
124,103123,1614408
125,103124,1587500
126,103125,1614408
127,103126,1587500
128,103127,1587500
129,103128,1614408
130,103129,1614408
131,103130,1587500
132,103131,1587500
133,103132,1614408
134,103133,1587500
135,103134,1614408
136,103135,1614408
137,103136,1587500
138,103137,1587500
139,103138,1614408
140,103139,1587500
141,103140,1614408
142,103141,1614408
143,103142,1587512
144,103143,1587500
145,103144,1614408
146,103145,1587500
147,103146,1614408
148,103147,1614408
149,103148,1587500
150,103149,1587500
151,103150,1614408
152,103151,484320
