Row_Index,Block_Number,Total_Gas_Used
0,3872,7830147
1,3873,5232319
2,3874,6351108
3,3875,5902323
4,3876,5512947
5,3877,7119805
6,3878,6244126
7,3879,6738235
8,3880,6325753
9,3881,7755189
10,3882,5908924
11,3883,8062860
12,3884,8009086
13,3885,6446581
14,3886,7370882
15,3887,7494691
16,3888,8442337
17,3889,7743919
18,3890,6217722
19,3891,6306594
20,3892,5682319
21,3893,7009037
22,3894,7492920
23,3895,6881686
24,3896,5922770
25,3897,6785557
26,3898,6378478
27,3899,2228809
28,3900,1534445
29,3901,1833252
30,3902,1903901
31,3903,2288020
32,3904,1921101
33,3905,2327193
34,3906,2106130
35,3907,2144701
36,3908,2024516
37,3909,2290428
38,3910,2276066
39,3911,1858751
40,3912,2105614
41,3913,2138681
42,3914,2391779
43,3915,1940592
44,3916,2045156
45,3917,1621188
46,3918,2328182
47,3919,2025087
48,3920,2221929
49,3921,1813011
50,3922,1677819
51,3923,2163824
52,3924,1619751
53,3925,2145188
54,3926,1324597
55,3927,1888994
56,3928,1707039
57,3929,2300332
58,3930,1933413
59,3931,2339505
60,3932,2118442
61,3933,2157013
62,3934,2036828
63,3935,2302740
64,3936,2288378
65,3937,1871063
66,3938,2117926
67,3939,2150993
68,3940,2404091
69,3941,2217557
70,3942,2098017
71,3943,1936552
72,3944,2433460
73,3945,1860764
74,3946,2187887
75,3947,1840124
76,3948,2266479
77,3949,1793964
78,3950,2442173
79,3951,2354617
80,3952,2202168
81,3953,2619897
82,3954,2983096
83,3955,2628217
84,3956,2646905
85,3957,2855161
86,3958,3047800
87,3959,3105208
88,3960,2926328
89,3961,3322104
90,3962,3300728
91,3963,2679608
92,3964,3047032
93,3965,3096248
94,3966,3472952
95,3967,3195320
96,3968,3017400
97,3969,2777080
98,3970,3516664
99,3971,2630777
100,3972,3197816
101,3973,2646713
102,3974,2784557
103,3975,2392441
104,3976,1297532
