Row_Index,Block_Number,Total_Gas_Used
0,4049,3450764
1,4050,3450716
2,4051,3450704
3,4052,3450728
4,4053,3450740
5,4054,3450656
6,4055,3450716
7,4056,3450680
8,4057,3450656
9,4058,3450692
10,4059,3450764
11,4060,3450740
12,4061,3450704
13,4062,3450680
14,4063,3450704
15,4064,3416184
16,4065,3312696
17,4066,3381640
18,4067,3278200
19,4068,3381616
20,4069,3312612
21,4070,3312648
22,4071,3312708
23,4072,3416196
24,4073,3243680
25,4074,3381724
26,4075,3347144
27,4076,3347168
28,4077,3312684
29,4078,3416208
30,4079,3278116
31,4080,3450680
32,4081,3312696
33,4082,3381700
34,4083,3209160
35,4084,3381676
36,4085,3312684
37,4086,3381628
38,4087,3347228
39,4088,3347144
40,4089,3312696
41,4090,3450704
42,4091,3278164
43,4092,3347168
44,4093,3381676
45,4094,3312708
46,4095,3312624
47,4096,3450692
48,4097,3450716
49,4098,3450692
50,4099,3450740
51,4100,3450716
52,4101,3450644
53,4102,3450740
54,4103,3450692
55,4104,3450776
56,4105,3450728
57,4106,3450752
58,4107,3450692
59,4108,3450644
60,4109,3450692
61,4110,3450632
62,4111,3450656
63,4112,3450704
64,4113,3450692
65,4114,3450740
66,4115,3450680
67,4116,3450740
68,4117,3450668
69,4118,3450728
70,4119,3450716
71,4120,3450704
72,4121,3450716
73,4122,3450752
74,4123,3450752
75,4124,3450728
76,4125,3450704
77,4126,3450704
78,4127,3450740
79,4128,3450704
80,4129,3243644
81,4130,3347192
82,4131,3278092
83,4132,3381652
84,4133,3278200
85,4134,3381700
86,4135,3347132
87,4136,3347192
88,4137,3312708
89,4138,3416220
90,4139,3278152
91,4140,4338896
92,4141,5005928
93,4142,5057524
94,4143,5005880
95,4144,5005880
96,4145,4954308
97,4146,5005832
98,4147,5005892
99,4148,5005880
100,4149,4954284
101,4150,3612488
