Index,Timestamp,CPU(m),RAM(Mi)
0,2026-02-12 05:06:54,95,326
1,2026-02-12 05:07:04,95,326
2,2026-02-12 05:07:14,82,329
3,2026-02-12 05:07:24,8,329
4,2026-02-12 05:07:34,8,329
5,2026-02-12 05:07:44,8,329
6,2026-02-12 05:07:54,7,329
7,2026-02-12 05:08:04,7,329
8,2026-02-12 05:08:15,7,330
9,2026-02-12 05:08:25,7,330
10,2026-02-12 05:08:35,7,330
11,2026-02-12 05:08:45,7,330
12,2026-02-12 05:08:55,7,330
13,2026-02-12 05:09:05,9,334
14,2026-02-12 05:09:15,9,334
15,2026-02-12 05:09:25,9,334
16,2026-02-12 05:09:36,7,335
17,2026-02-12 05:09:46,7,335
18,2026-02-12 05:09:56,7,335
19,2026-02-12 05:10:06,7,335
20,2026-02-12 05:10:16,7,335
21,2026-02-12 05:10:26,7,335
22,2026-02-12 05:10:36,7,336
23,2026-02-12 05:10:46,7,336
24,2026-02-12 05:10:56,7,336
25,2026-02-12 05:11:07,9,333
26,2026-02-12 05:11:17,9,333
27,2026-02-12 05:11:27,7,334
28,2026-02-12 05:11:37,7,334
29,2026-02-12 05:11:47,7,334
30,2026-02-12 05:11:57,39,337
31,2026-02-12 05:12:07,220,337
32,2026-02-12 05:12:17,220,337
33,2026-02-12 05:12:28,228,350
34,2026-02-12 05:12:38,228,350
35,2026-02-12 05:12:48,228,350
36,2026-02-12 05:12:58,214,368
37,2026-02-12 05:13:08,227,382
38,2026-02-12 05:13:18,227,382
39,2026-02-12 05:13:28,208,387
40,2026-02-12 05:13:38,233,396
41,2026-02-12 05:13:49,233,396
42,2026-02-12 05:13:59,216,403
43,2026-02-12 05:14:09,235,407
44,2026-02-12 05:14:19,235,407
45,2026-02-12 05:14:29,230,410
46,2026-02-12 05:14:39,245,354
47,2026-02-12 05:14:49,245,354
48,2026-02-12 05:14:59,231,357
49,2026-02-12 05:15:10,216,361
50,2026-02-12 05:15:20,216,361
51,2026-02-12 05:15:30,232,372
52,2026-02-12 05:15:40,227,378
53,2026-02-12 05:15:50,227,378
54,2026-02-12 05:16:00,227,378
55,2026-02-12 05:16:10,228,386
56,2026-02-12 05:16:20,217,389
57,2026-02-12 05:16:31,217,389
58,2026-02-12 05:16:41,222,408
59,2026-02-12 05:16:51,225,420
60,2026-02-12 05:17:01,225,420
61,2026-02-12 05:17:11,179,424
62,2026-02-12 05:17:21,12,425
