Index,Pod,Timestamp,CPU(m),RAM(Mi)
0,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:29:37,20,113
1,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:29:47,20,113
2,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:29:57,98,120
3,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:30:07,322,125
4,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:30:17,322,125
5,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:30:27,334,125
6,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:30:37,330,130
7,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:30:48,330,130
8,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:30:58,331,133
9,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:31:08,324,136
10,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:31:18,324,136
11,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:31:28,343,138
12,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:31:38,338,142
13,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:31:48,338,142
14,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:31:58,338,144
15,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:32:09,321,149
16,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:32:19,321,149
17,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:32:29,321,149
18,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:32:39,321,155
19,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:32:49,321,155
20,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:32:59,321,155
21,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:33:09,312,162
22,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:33:19,312,162
23,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:33:30,311,164
24,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:33:40,307,167
25,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:33:50,307,167
26,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:34:00,324,172
27,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:34:10,328,176
28,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:34:20,329,179
29,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:34:30,329,179
30,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:34:40,329,179
31,op-rbuilder-d7bd8784c-4vphh,2026-02-12 04:34:51,324,182
