Row_Index,Block_Number,Total_Gas_Used
0,103736,3083172
1,103737,5852976
2,103738,5852976
3,103739,5755600
4,103740,5852976
5,103741,5755600
6,103742,5852976
7,103743,5755600
8,103744,5479040
9,103745,3022806
10,103746,3022806
11,103747,3074040
12,103748,3022806
13,103749,3074040
14,103750,3022806
15,103751,3074040
16,103752,3022806
17,103753,3074040
18,103754,3022806
19,103755,3074040
20,103756,3074040
21,103757,3022806
22,103758,3022806
23,103759,3074040
24,103760,3022806
25,103761,3905260
26,103762,5867916
27,103763,5770291
28,103764,5867916
29,103765,5770291
30,103766,5867916
31,103767,5770291
32,103768,5867916
33,103769,5770291
34,103770,5770291
35,103771,5867916
36,103772,5770291
37,103773,5867916
38,103774,5770291
39,103775,5867916
40,103776,5770291
41,103777,5867916
42,103778,5770291
43,103779,5867916
44,103780,5770291
45,103781,5867916
46,103782,5770291
47,103783,5770291
48,103784,5867916
49,103785,5770291
50,103786,5911287
51,103787,5617174
52,103788,3074040
53,103789,3022806
54,103790,3022806
55,103791,3074040
56,103792,3074040
57,103793,3022806
58,103794,3022806
59,103795,3074040
60,103796,3074040
61,103797,3022806
62,103798,3074040
63,103799,3022806
64,103800,3022806
65,103801,3074040
66,103802,3022806
67,103803,3074040
68,103804,3022806
69,103805,3074040
70,103806,3022806
71,103807,3074040
72,103808,3022806
73,103809,3022806
74,103810,3074040
75,103811,3022806
76,103812,5470297
77,103813,5770291
78,103814,5867916
79,103815,5770291
80,103816,5770291
81,103817,5867916
82,103818,5770291
83,103819,5770291
84,103820,5867916
85,103821,5770291
86,103822,5867916
87,103823,5770291
88,103824,5867916
89,103825,5770291
90,103826,5867916
91,103827,5770291
92,103828,5867916
93,103829,5770291
94,103830,5867916
95,103831,5770291
96,103832,5770291
97,103833,5867916
98,103834,5770291
99,103835,5867916
100,103836,5770291
101,103837,5917120
102,103838,5777607
103,103839,5875356
104,103840,5777607
105,103841,5777607
106,103842,5875356
107,103843,5777607
108,103844,5875356
109,103845,5875356
110,103846,5777607
111,103847,5777607
112,103848,5875356
113,103849,5777607
114,103850,5875356
115,103851,5777607
116,103852,5875356
117,103853,5777607
118,103854,5875356
119,103855,5777607
120,103856,5875356
121,103857,5875356
122,103858,5777607
123,103859,5875356
124,103860,5777607
125,103861,5777607
126,103862,5873676
127,103863,6162668
128,103864,6267120
129,103865,6162668
130,103866,6267120
131,103867,6162668
132,103868,6162668
133,103869,6267120
134,103870,6162668
135,103871,6267120
136,103872,6162668
137,103873,6162668
138,103874,6267120
139,103875,6162668
140,103876,6267120
141,103877,6162668
142,103878,6267120
143,103879,6162668
144,103880,6267120
145,103881,6162668
146,103882,6267120
147,103883,6162668
148,103884,6267120
149,103885,6162668
150,103886,6267120
151,103887,5118148
