Row_Index,Block_Number,Total_Gas_Used
0,16065,26908
1,16066,1587572
2,16067,1614480
3,16068,1614480
4,16069,1587572
5,16070,1614480
6,16071,1587572
7,16072,1587572
8,16073,1587572
9,16074,1614480
10,16075,1587572
11,16076,1614480
12,16077,1587572
13,16078,1587572
14,16079,1614480
15,16080,1587572
16,16081,1587572
17,16082,1614480
18,16083,1587572
19,16084,1614480
20,16085,1587572
21,16086,1587572
22,16087,1614480
23,16088,1587572
24,16089,1587572
25,16090,1614480
26,16091,1587572
27,16092,1587572
28,16093,1614480
29,16094,1587572
30,16095,1587572
31,16096,1614480
32,16097,1587572
33,16098,1614480
34,16099,1587572
35,16100,1587572
36,16101,1587572
37,16102,1614480
38,16103,1587572
39,16104,1614480
40,16105,1587572
41,16106,1614480
42,16107,1587572
43,16108,1587572
44,16109,1587572
45,16110,1614480
46,16111,1587572
47,16112,1614480
48,16113,1587572
49,16114,1587572
50,16115,1614480
51,16116,1587572
52,16117,1614480
53,16118,1587572
54,16119,1587572
55,16120,1614480
56,16121,1587572
57,16122,1587572
58,16123,1614480
59,16124,1587572
60,16125,1587572
61,16126,1614480
62,16127,1587572
63,16128,1614480
64,16129,1587572
65,16130,1587572
66,16131,1587572
67,16132,1614480
68,16133,1587572
69,16134,1614480
70,16135,1587572
71,16136,1587572
72,16137,1587572
73,16138,1614480
74,16139,1587572
75,16140,1614480
76,16141,1587572
77,16142,1587572
78,16143,1614480
79,16144,1587572
80,16145,1587572
81,16146,1614480
82,16147,1587572
83,16148,1587572
84,16149,1614480
85,16150,1587572
86,16151,1587572
87,16152,1614480
88,16153,1587572
89,16154,1614480
90,16155,1587572
91,16156,1587572
92,16157,1614480
93,16158,1587572
94,16159,1614480
95,16160,1587572
96,16161,1587572
97,16162,1587572
98,16163,1614480
99,16164,1587572
100,16165,1614480
101,16166,1587572
102,16167,1587572
103,16168,1614480
104,16169,1587572
105,16170,1587572
106,16171,1614480
107,16172,1587572
108,16173,1587572
109,16174,1614480
110,16175,1587572
111,16176,1587572
112,16177,1614480
113,16178,1587572
114,16179,1587572
115,16180,1614480
116,16181,1587572
117,16182,1587572
118,16183,1614480
119,16184,1587572
120,16185,1587572
121,16186,1614480
122,16187,1587572
123,16188,1614480
124,16189,1587572
125,16190,1587572
126,16191,1614480
127,16192,1587572
128,16193,1587572
129,16194,1614480
130,16195,1587572
131,16196,1614480
132,16197,1587572
133,16198,1587572
134,16199,1614480
135,16200,1587572
136,16201,1587572
137,16202,1614480
138,16203,1587572
139,16204,1587572
140,16205,1614480
141,16206,1587572
142,16207,1614480
143,16208,1587572
144,16209,1587572
145,16210,1614480
146,16211,1587572
147,16212,1587572
148,16213,1614480
149,16214,1587572
150,16215,1587572
151,16216,1614480
152,16217,941780
