Index,Pod,Timestamp,CPU(m),RAM(Mi)
81,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:35:57,5,106
82,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:36:07,4,107
83,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:36:17,4,107
84,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:36:27,5,108
85,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:36:37,8,107
86,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:36:47,8,107
87,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:36:57,4,107
88,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:37:08,5,107
89,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:37:18,5,107
90,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:37:28,5,98
91,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:37:38,7,99
92,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:37:48,7,99
93,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:37:58,3,101
94,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:38:08,4,97
95,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:38:19,4,97
96,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:38:29,2,97
97,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:38:39,2,98
98,op-batcher-7ddcb69467-cvxjs,2026-02-11 16:38:49,2,98
