"timestamp","component","cpu","ram"
2026-02-27 20:24:15,op-geth,0.0539,65.2
2026-02-27 20:24:30,op-geth,0.0300,63.9
2026-02-27 20:24:45,op-geth,0.0503,58.7
2026-02-27 20:25:00,op-geth,0.0822,68.1
2026-02-27 20:25:15,op-geth,0.104,86.0
2026-02-27 20:25:30,op-geth,0.136,125
2026-02-27 20:25:45,op-geth,0.157,87.0
2026-02-27 20:26:00,op-geth,0.189,101
2026-02-27 20:26:15,op-geth,0.210,130
2026-02-27 20:26:30,op-geth,0.242,99.1
2026-02-27 20:26:45,op-geth,0.265,117
2026-02-27 20:27:00,op-geth,0.296,127
2026-02-27 20:27:15,op-geth,0.318,131
2026-02-27 20:27:30,op-geth,0.347,158
2026-02-27 20:27:45,op-geth,0.369,135
2026-02-27 20:28:00,op-geth,0.403,149
2026-02-27 20:28:15,op-geth,0.426,132
2026-02-27 20:28:30,op-geth,0.458,143
2026-02-27 20:28:45,op-geth,0.481,121
2026-02-27 20:29:00,op-geth,0.512,182
2026-02-27 20:29:15,op-geth,0.535,165
2026-02-27 20:29:30,op-geth,0.538,161
2026-02-27 20:29:45,op-geth,0.544,175
2026-02-27 20:30:00,op-geth,0.538,146
2026-02-27 20:30:15,op-geth,0.543,174
2026-02-27 20:30:30,op-geth,0.537,205
2026-02-27 20:30:45,op-geth,0.544,203
2026-02-27 20:31:00,op-geth,0.538,203
2026-02-27 20:31:15,op-geth,0.543,207
2026-02-27 20:31:30,op-geth,0.537,207
2026-02-27 20:31:45,op-geth,0.544,196
2026-02-27 20:32:00,op-geth,0.539,166
2026-02-27 20:32:15,op-geth,0.547,235
2026-02-27 20:32:30,op-geth,0.542,233
2026-02-27 20:32:45,op-geth,0.548,203
2026-02-27 20:33:00,op-geth,0.540,163
2026-02-27 20:33:15,op-geth,0.547,164
2026-02-27 20:33:30,op-geth,0.540,234
2026-02-27 20:33:45,op-geth,0.546,184
2026-02-27 20:34:00,op-geth,0.539,241
2026-02-27 20:34:15,op-geth,0.545,214
2026-02-27 20:34:30,op-geth,0.540,266
2026-02-27 20:34:45,op-geth,0.546,220
2026-02-27 20:35:00,op-geth,0.540,176
