Row_Index,Block_Number,Total_Gas_Used
0,555,842964
1,556,788864
2,557,788864
3,558,788864
4,559,788864
5,560,788864
6,561,788864
7,562,788864
8,563,788864
9,564,788864
10,565,788864
11,566,788864
12,567,788864
13,568,788864
14,569,788864
15,570,788864
16,571,809931
17,572,791976
18,573,791976
19,574,791976
20,575,791976
21,576,791976
22,577,791976
23,578,791976
24,579,791976
25,580,791976
26,581,791976
27,582,791976
28,583,791976
29,584,791976
30,585,791976
31,586,791976
32,587,791976
33,588,834258
34,589,788864
35,590,788864
36,591,788864
37,592,788864
38,593,788864
39,594,788864
40,595,788864
41,596,788864
42,597,788864
43,598,788864
44,599,788864
45,600,788864
46,601,788864
47,602,788864
48,603,788864
49,604,809153
50,605,791976
51,606,791976
52,607,791976
53,608,791976
54,609,791976
55,610,791976
56,611,791976
57,612,791976
58,613,791976
59,614,791976
60,615,791976
61,616,791976
62,617,791976
63,618,791976
64,619,791976
65,620,791976
66,621,836808
67,622,792408
68,623,792408
69,624,792408
70,625,792408
71,626,792408
72,627,792408
73,628,792408
74,629,792408
75,630,792408
76,631,792408
77,632,792408
78,633,792408
79,634,792408
80,635,792408
81,636,792408
82,637,792408
83,638,791918
84,639,791848
85,640,791848
86,641,791848
87,642,791848
88,643,791848
89,644,791848
90,645,791848
91,646,791848
92,647,791848
93,648,791848
94,649,791848
95,650,791848
96,651,791848
97,652,791848
98,653,791848
99,654,596490
