Row_Index,Block_Number,Total_Gas_Used
0,2029,746148
1,2030,789424
2,2031,789424
3,2032,789424
4,2033,789424
5,2034,789424
6,2035,789424
7,2036,789424
8,2037,789424
9,2038,692048
10,2039,789424
11,2040,789424
12,2041,789424
13,2042,789424
14,2043,789424
15,2044,789424
16,2045,809573
17,2046,791416
18,2047,791416
19,2048,791416
20,2049,791416
21,2050,791416
22,2051,791416
23,2052,791416
24,2053,791416
25,2054,693791
26,2055,791416
27,2056,791416
28,2057,791416
29,2058,791416
30,2059,791416
31,2060,791416
32,2061,791416
33,2062,835075
34,2063,788864
35,2064,788864
36,2065,788864
37,2066,788864
38,2067,788864
39,2068,788864
40,2069,788864
41,2070,691558
42,2071,788864
43,2072,788864
44,2073,788864
45,2074,788864
46,2075,788864
47,2076,788864
48,2077,788864
49,2078,788864
50,2079,810709
51,2080,791976
52,2081,791976
53,2082,791976
54,2083,791976
55,2084,791976
56,2085,694281
57,2086,791976
58,2087,791976
59,2088,791976
60,2089,791976
61,2090,791976
62,2091,791976
63,2092,791976
64,2093,791976
65,2094,791976
66,2095,836576
67,2096,802296
68,2097,791848
69,2098,791848
70,2099,791848
71,2100,694169
72,2101,791848
73,2102,791848
74,2103,791848
75,2104,791848
76,2105,791848
77,2106,791848
78,2107,791848
79,2108,791848
80,2109,791848
81,2110,791848
82,2111,791848
83,2112,791988
84,2113,805882
85,2114,836168
86,2115,836168
87,2116,731647
88,2117,836168
89,2118,836168
90,2119,836168
91,2120,836168
92,2121,836168
93,2122,836168
94,2123,836168
95,2124,836168
96,2125,836168
97,2126,836168
98,2127,836168
99,2128,731647
100,2129,627126
