Row_Index,Block_Number,Total_Gas_Used
0,6284,842964
1,6285,788864
2,6286,788864
3,6287,788864
4,6288,788864
5,6289,788864
6,6290,788864
7,6291,788864
8,6292,788864
9,6293,788864
10,6294,788864
11,6295,788864
12,6296,788864
13,6297,788864
14,6298,788864
15,6299,788864
16,6300,809931
17,6301,791976
18,6302,791976
19,6303,791976
20,6304,791976
21,6305,791976
22,6306,791976
23,6307,791976
24,6308,791976
25,6309,791976
26,6310,791976
27,6311,791976
28,6312,791976
29,6313,791976
30,6314,791976
31,6315,791976
32,6316,791976
33,6317,834678
34,6318,789424
35,6319,789424
36,6320,789424
37,6321,789424
38,6322,789424
39,6323,789424
40,6324,789424
41,6325,789424
42,6326,789424
43,6327,789424
44,6328,789424
45,6329,789424
46,6330,789424
47,6331,789424
48,6332,789424
49,6333,809573
50,6334,791416
51,6335,791416
52,6336,791416
53,6337,791416
54,6338,791416
55,6339,791416
56,6340,791416
57,6341,791416
58,6342,791416
59,6343,791416
60,6344,791416
61,6345,791416
62,6346,791416
63,6347,791416
64,6348,791416
65,6349,791416
66,6350,836528
67,6351,792408
68,6352,792408
69,6353,792408
70,6354,792408
71,6355,792408
72,6356,792408
73,6357,792408
74,6358,792408
75,6359,792408
76,6360,792408
77,6361,792408
78,6362,792408
79,6363,792408
80,6364,792408
81,6365,792408
82,6366,792408
83,6367,791918
84,6368,791848
85,6369,694169
86,6370,791848
87,6371,791848
88,6372,791848
89,6373,791848
90,6374,791848
91,6375,791848
92,6376,791848
93,6377,791848
94,6378,791848
95,6379,791848
96,6380,791848
97,6381,791848
98,6382,791848
99,6383,596490
100,6384,108095
