Row_Index,Block_Number,Total_Gas_Used
0,710,412864
1,711,412852
2,712,412828
3,713,412852
4,714,412852
5,715,412852
6,716,412852
7,717,412864
8,718,412852
9,719,412852
10,720,412828
11,721,412864
12,722,412852
13,723,412852
14,724,412864
15,725,412864
16,726,412864
17,727,412864
18,728,412852
19,729,412864
20,730,412852
21,731,412864
22,732,412864
23,733,412864
24,734,412852
25,735,412840
26,736,412864
27,737,412852
28,738,412864
29,739,412852
30,740,412852
31,741,412852
32,742,412864
33,743,412852
34,744,412864
35,745,412852
36,746,412864
37,747,412864
38,748,412852
39,749,412840
40,750,412864
41,751,412864
42,752,412864
43,753,412864
44,754,412864
45,755,412840
46,756,412852
47,757,412852
48,758,412852
49,759,412852
50,760,412864
51,761,412864
52,762,412852
53,763,412840
54,764,412840
55,765,412840
56,766,412864
57,767,412864
58,768,412864
59,769,412840
60,770,412852
61,771,412864
62,772,412864
63,773,412864
64,774,412852
65,775,412864
66,776,412864
67,777,412852
68,778,412840
69,779,412864
70,780,412864
71,781,412852
72,782,412864
73,783,412828
74,784,412864
75,785,412840
76,786,412864
77,787,412852
78,788,412852
79,789,412864
80,790,412852
81,791,412840
82,792,412864
83,793,412864
84,794,412864
85,795,412864
86,796,412840
87,797,412852
88,798,412840
89,799,412852
90,800,412864
91,801,361256
92,802,412864
93,803,412864
94,804,412864
95,805,412852
96,806,412864
97,807,412864
98,808,412864
99,809,412864
100,810,51608
